title	type	episodes	start_date	end_date	score	users	ranked	popularity	members	synopsis	related_anime	characters	voices	staff
Ganso Banana no Tamashii	Music	1	1990-08-01 00:00:00	None	4.9	176	11573	14272	326	Short stop-motion music video about a banana that was featured in Minna no Uta program.	None	[]	[]	[]
