title	type	episodes	start_date	end_date	score	users	ranked	popularity	members	synopsis	related_anime	characters	voices	staff
Sore ga Seiyuu!: Petit Uchiage	Special	1	2016-03-23 00:00:00	None	6.46	2061	6373	7421	4361	Special episode of 	['Sore ga Seiyuu!']	['Ichinose, Futaba', 'Moesaki, Ichigo', 'Kohana, Rin', 'Asano, Masumi']	['Takahashi, Rie', 'Nagaku, Yuki', 'Kouno, Marika']	[['Earphones', ['Theme Song Performance']]]
