title	type	episodes	start_date	end_date	score	users	ranked	popularity	members	synopsis	related_anime	characters	voices	staff
Karakai Jouzu no Takagi-san (Teasing Master Takagi-san)	TV	12	2018-01-08 00:00:00	2018-03-26 00:00:00	7.73	214435	1002	360	452799	Having a friend that knows you inside out should be a good thing, but in Nishikata's case, the opposite is true.	['Karakai Jouzu no Takagi-san', 'Ashita wa Doyoubi', 'Karakai Jouzu no Takagi-san 2', 'Karakai Jouzu no Takagi-san: Water Slide']	['Takagi', 'Nishikata', 'Hibino, Mina', 'Tsukimoto, Sanae', 'Kimura', 'Amakawa, Yukari', 'Mano', 'Tanabe-sensei', 'Nakai', 'Takao']	['Takahashi, Rie', 'Kaji, Yuki', 'Kohara, Konomi', 'Ogura, Yui', 'Ochiai, Fukushi', 'Ichimichi, Mao', 'Koiwai, Kotori', 'Tadokoro, Hinata', 'Uchida, Yuuma', 'Okamoto, Nobuhiko']	[['Akagi, Hiroaki', ['Director']], ['Enomoto, Takahiro', ['Sound Director']], ['Yokote, Michiko', ['Script', ' Series Composition']], ['Machida, Touko', ['Script']]]
