title	type	episodes	start_date	end_date	score	users	ranked	popularity	members	synopsis	related_anime	characters	voices	staff
Penguin Minna Kyou Dai 2020	Music	1	2020-04-30 00:00:00	None	None	None	12748	17413	125	Music video directed by Yoshiki Imazu for the short version of Masashi Sada's song 	None	[]	[]	[['Imazu, Yoshiki', ['Director']], ['Sada, Masashi', ['Music']]]
