title	type	episodes	start_date	end_date	score	users	ranked	popularity	members	synopsis	related_anime	characters	voices	staff
Seven Nation Army feat. Chara	Music	1	2008-01-01 00:00:00	None	None	None	13167	16955	150	Music video directed by Shashamin and Rimo from mocrock for the cover of The White Stripes' 	None	[]	[]	[['Chara', ['Inserted Song Performance']]]
