title	type	episodes	start_date	end_date	score	users	ranked	popularity	members	synopsis	related_anime	characters	voices	staff
Kuaile Xing Mao Zhi: Mingsheng Pian	TV	13	2018-01-01 00:00:00	None	None	None	16918	18520	29	No synopsis information has been added to this title. Help improve our database by adding a synopsis 	['Kuaile Xing Mao']	[]	[]	[]
