title	type	episodes	start_date	end_date	score	users	ranked	popularity	members	synopsis	related_anime	characters	voices	staff
Ketakuma no DVD	OVA	21	2018-11-21 00:00:00	None	None	None	16706	17130	140	Ketakuma is a popular LINE stamp character. He's featured in the gif stamps section and his character won the 2016 LINE Creators Stamp Award. Pony Canyon has now teamed up with Ketakuma's designer to make a fully animated DVD ripe with comedy skits and music videos.  	None	[]	[]	[]
