title	type	episodes	start_date	end_date	score	users	ranked	popularity	members	synopsis	related_anime	characters	voices	staff
Mister Ajikko Special	Special	1	1989-02-09 00:00:00	None	None	None	12095	14038	351	Youichi vs Ajizukin.	['Mister Ajikko']	['Ajiyoshi, Youichi']	['Takayama, Minami']	[['Terasawa, Daisuke', ['Original Creator']]]
