title	type	episodes	start_date	end_date	score	users	ranked	popularity	members	synopsis	related_anime	characters	voices	staff
Doraemon Movie 23: Nobita to Robot Kingdom	Movie	1	2002-03-09 00:00:00	None	7.15	4286	3139	6198	6800	Doraemon and friends travels into another world via the time machine; where humans and robots are living together. However they soon find out that the Empress of Robot Kingdom was trying to capture robots there and turn them emotionless. As the situation goes tense, our heroes sets out to stop the Empress and her plan.	['The☆Doraemons: Goal! Goal! Goal!!', 'Daichouhen Doraemon', 'Doraemon: The Day When I Was Born', 'Doraemon (1979)']	['Doraemon', 'Nobi, Nobita', 'Minamoto, Shizuka', 'Honekawa, Suneo', 'Gouda, Takeshi']	['Ooyama, Nobuyo', 'Ohara, Noriko', 'Nomura, Michiko', 'Kimotsuki, Kaneta', 'Tatekabe, Kazuya']	[['Shibayama, Tsutomu', ['Director']], ['Urakami, Yasuo', ['Sound Director']], ['Ishihara, Tatsuya', ['Storyboard']], ['Fujimori, Masaya', ['Storyboard']]]
